Name,Smile,Activity,Path
CHEMBL4473991,C=C1[C@H](OC(=O)c2ccccc2)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@@]2(OC(C)=O)C[C@H](C)[C@H](OC(=O)c3ccccc3)[C@@H]2[C@H]1OC(C)=O,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4473991.png
CHEMBL2205787,CCN(CC)C(=O)c1ccc(-c2c3ccc(=[N+](C)C)cc-3sc3c4c5c(cc23)CCCN5CCC4)s1.F[P-](F)(F)(F)(F)F,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2205787.png
CHEMBL4067399,CCOC(=O)c1c(C)nc(C)c(C(=O)OCC)c1-c1c(-c2ccccc2)noc1C,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4067399.png
CHEMBL4084565,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2cn(CCOCCOCCOCCOCCOCCn3cc(COC(=O)C4=C(C)NC(C)=C(C(=O)OCC)C4c4c(-c5ccccc5)noc4C)nn3)nn2)C1c1c(-c2ccccc2)noc1C,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4084565.png
CHEMBL4101015,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c(-c2ccccc2Br)noc1C,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4101015.png
CHEMBL455275,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ncccc2c1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL455275.png
CHEMBL458992,COc1cccc(CCc2ccccc2OCCN2CCN(c3ccc(F)cc3)CC2)c1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL458992.png
CHEMBL3884587,COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(C(F)(F)F)cc3)n2)cc1OC,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL3884587.png
CHEMBL4583905,C=C1[C@H](OC(=O)c2ccccc2)[C@@H](OC(C)=O)C(=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@@]2(O)C[C@H](C)[C@H](OC(=O)CC(C)=O)[C@@H]2[C@H]1OC(C)=O,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4583905.png
CHEMBL729,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL729.png
CHEMBL726,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL726.png
CHEMBL3220343,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](COC(=O)CCCCCC(=O)OC[C@@H]4C=C[C@H](n5cnc6c(NC7CC7)nc(N)nc65)C4)C3)c2n1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL3220343.png
CHEMBL2331718,COC(=O)c1ccc(-c2ccc(CN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ncccc2c1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2331718.png
CHEMBL422,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL422.png
CHEMBL4209777,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)C12CC3CC(CC(C3)C1)C2,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4209777.png
CHEMBL454113,CN(C)c1ccc2c(-c3ccccc3)c3ccc(=[N+](C)C)cc-3[se]c2c1.[Br-],1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL454113.png
CHEMBL510624,CN(C)c1ccc2c(-c3ccccc3)c3ccc(=[N+](C)C)cc-3sc2c1.[Br-],1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL510624.png
CHEMBL2372464,CC/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2372464.png
CHEMBL4586159,O=C(c1ccccc1)N1CCc2c([nH]c3ccccc23)C1c1ccccc1F,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4586159.png
CHEMBL998,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL998.png
CHEMBL76447,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL76447.png
CHEMBL4210110,COc1cc(/C=C/C(=O)c2cccc(OCC(=O)Nc3ccc4c(c3)COC4=O)c2)cc(OC)c1OC,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4210110.png
CHEMBL3092482,COc1ccc(-c2nc(Nc3cccc(Br)c3)c3ccccc3n2)cc1OC,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL3092482.png
CHEMBL114,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL114.png
CHEMBL163,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL163.png
CHEMBL208098,Oc1ccc(-c2ccccc2-c2cc(O)cc(O)c2)cc1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL208098.png
CHEMBL410897,Nc1ccc(C(=O)Nc2ccc(CCN3CCc4ccccc4C3)cc2)cc1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL410897.png
CHEMBL4516431,COc1ccc(C2c3[nH]c4ccccc4c3CCN2C(=O)c2ccccc2)cc1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4516431.png
CHEMBL521025,COc1cccc(CCc2ccccc2OCCN2CCc3ccccc3C2)c1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL521025.png
CHEMBL3233491,COc1ccccc1/C=C/C=C/C(=O)c1cc(OC)c(O)c(OC)c1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL3233491.png
CHEMBL3984719,COc1cc(C2CC(c3ccc4ccccc4c3)=NN2C(C)=O)cc(Cl)c1OC,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL3984719.png
CHEMBL4075139,COc1cc2c(cc1OC)CN(CCn1cc(COc3ccccc3C(=O)Nc3cccc(C)c3)nn1)CC2,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4075139.png
CHEMBL2074689,Cl.Cl.Cl.O[C@@H](COc1cccc2ncccc12)CN1CCN([C@@H]2c3ccccc3[C@@H]3[C@H](c4ccccc42)C3(F)F)CC1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2074689.png
CHEMBL2158551,Brc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2158551.png
CHEMBL3814102,CC(C)(C)N(NC(=O)c1ccccc1-c1ccccc1)C(=O)c1ccccc1Cl,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL3814102.png
CHEMBL2103761,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2103761.png
CHEMBL3923932,COc1cc(C2CC(c3ccc4ccccc4c3)=NN2C(C)=O)cc(Br)c1OC,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL3923932.png
CHEMBL4468201,COc1cc(OC)c(C(=O)/C=C/c2cccc(F)c2)c(O)c1CC=C(C)C,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4468201.png
CHEMBL4098216,COc1cccc(Nc2nc(-c3ccccn3)nc3ccccc23)c1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4098216.png
CHEMBL4458180,C=C1[C@H](OC(=O)C(C)C)[C@@H](OC(C)=O)C(=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@@]2(O)C[C@@](C)(OC(C)=O)[C@H](OC(=O)c3ccccc3)[C@@H]2[C@H]1OC(C)=O,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4458180.png
CHEMBL4593846,CC(C)CC1c2[nH]c3ccccc3c2CCN1C(=O)c1ccccc1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4593846.png
CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL157101.png
CHEMBL2074922,CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2074922.png
CHEMBL2205792,CN1CCC(C)(C)c2cc3c(-c4ccc(C(=O)N5CCCCC5)s4)c4ccc(=[N+](C)C)cc-4sc3cc21.F[P-](F)(F)(F)(F)F,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2205792.png
CHEMBL2236206,COc1cc(/C=C/C(=O)c2ccc3ccccc3c2)cc(OC)c1OC,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2236206.png
CHEMBL258574,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3[N+](=O)[O-])cc1)CC2,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL258574.png
CHEMBL522826,CN(C)c1ccc2c(-c3ccc(C(=S)N4CCCCC4)s3)c3ccc(=[N+](C)C)cc-3[te]c2c1.F[P-](F)(F)(F)(F)F,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL522826.png
CHEMBL74898,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(O)c3)oc2c1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL74898.png
CHEMBL2372459,CC[C@@H]1NC(=O)[C@H](C2CCCCC2C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)CN(C)C1=O,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2372459.png
CHEMBL4454725,C=C1[C@H](OC(C)=O)CC(=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@@]2(OC(C)=O)C[C@H](C)[C@H](OC(=O)c3ccccc3)[C@@H]2[C@H]1OC(C)=O,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4454725.png
CHEMBL379683,OC[C@]12C3C4C1N(Cc1ccccc1)C1C(C(N3Cc3ccccc3)[C@]1(CO)[C@H]4c1ccccc1)[C@H]2c1ccccc1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL379683.png
CHEMBL4465946,C=C1[C@H](OC(C)=O)[C@@H](O)C(=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@@]2(OC(C)=O)C[C@H](C)[C@H](OC(=O)c3ccccc3)[C@@H]2[C@H]1OC(C)=O,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4465946.png
CHEMBL2057229,O=C(c1ccccc1)c1ccccc1OCC(O)CN1CCOCC1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2057229.png
CHEMBL4555019,O=C(c1ccccc1)N1CCc2c([nH]c3ccccc23)C1c1ccc(F)cc1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4555019.png
CHEMBL165509,COc1cc2oc(-c3ccc(O)cc3)c(OC)c(=O)c2c(O)c1OC,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL165509.png
CHEMBL2205785,CCN(CC)C(=S)c1ccc(-c2c3ccc(=[N+](C)C)cc-3sc3cc(N(C)C)ccc23)s1.F[P-](F)(F)(F)(F)F,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2205785.png
CHEMBL258456,O=C(Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1ccccc1[N+](=O)[O-],1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL258456.png
CHEMBL333687,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL333687.png
CHEMBL452133,C[N+](C)=c1ccc2c(-c3ccc(C(=S)N4CCOCC4)s3)c3cc4c5c(c3[se]c-2c1)CCCN5CCC4.F[P-](F)(F)(F)(F)F,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL452133.png
CHEMBL456361,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cccnc1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL456361.png
CHEMBL456647,COc1cccc(CCc2ccccc2OCCCN2CCN(c3ccccc3OC)CC2)c1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL456647.png
CHEMBL474756,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)Nc3cccc(N)c3)cc1)CC2,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL474756.png
CHEMBL508580,C[N+](C)=c1ccc2c(-c3ccc(C(=S)N4CCCCC4)s3)c3cc4c5c(c3[te]c-2c1)CCCN5CCC4.F[P-](F)(F)(F)(F)F,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL508580.png
CHEMBL1945980,COc1cc(C(=O)Nc2ccc(-c3ccccc3)cc2F)cc(O)c1O,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL1945980.png
CHEMBL2372492,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2372492.png
CHEMBL4456652,C=C1[C@H](OC(C)=O)CC(=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@@]2(OC(C)=O)C[C@H](C)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(=O)c1ccccc1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4456652.png
CHEMBL4568684,COc1ccc(C(=O)N2CCc3c([nH]c4ccccc34)C2c2ccc(Cl)c(Cl)c2)cc1OC,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4568684.png
CHEMBL4528126,CCCc1cc(N2CCN(CCOc3cccc4ccccc34)CC2)n2nc3nc(C)cc(C)c3c2n1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4528126.png
CHEMBL3809957,COc1cccc(/C=C/C(=O)c2ccc(Nc3nc(-c4ccc(OC)c(OC)c4)nc4ccccc34)cc2)c1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL3809957.png
CHEMBL4474330,CCCN(C(=O)CCCCCCC(=O)N(CCC)[C@H]1CC2=CC(=O)O[C@]23C[C@H]1N1CCCC[C@H]13)[C@H]1CC2=CC(=O)O[C@]23C[C@H]1N1CCCC[C@H]13,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4474330.png
CHEMBL1307612,CC(=O)Nc1cccc(Nc2nc(-c3cccs3)nc3ccccc23)c1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL1307612.png
CHEMBL269137,CCCCCCC[C@H]1OC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL269137.png
CHEMBL4468487,COc1cc(OC)c(C(=O)/C=C/c2ccc(N3CCNCC3)cc2)c(O)c1CC=C(C)C,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4468487.png
CHEMBL3809529,COc1ccc(/C=C/C(=O)c2ccc(Nc3nc(-c4ccc(OC)c(OC)c4)nc4ccccc34)cc2)cc1OC,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL3809529.png
CHEMBL137586,COc1ccc2oc(-c3ccccc3)cc(=O)c2c1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL137586.png
CHEMBL1685068,COc1cc(OC)c2c(c1C)OC(c1ccccc1)CC2=O,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL1685068.png
CHEMBL2170686,COc1cccc2c(CC(=O)O)c(C)n(C(=O)c3ccc(Cl)cc3)c12,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2170686.png
CHEMBL2170689,Cc1cccc2c(CC(=O)O)cn(C(=O)c3ccc(Cl)cc3)c12,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2170689.png
CHEMBL2372489,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2372489.png
CHEMBL3596581,C=CC(C)(C)c1cc2cc3c(cc2oc1=O)OC(C)(C)C=C3,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL3596581.png
CHEMBL453516,COc1cc(NC(=O)c2cnc3ccccc3c2)cc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)c1,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL453516.png
CHEMBL500094,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(C)c(NC(=O)c4cnc5ccccc5c4)c3)cc1)CC2,1,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL500094.png
CHEMBL39858,CCCCCCC[C@H]1OC(=O)C[C@@H](OCOC)[C@H](Cc2ccccc2)N(C)C(=O)COC(=O)[C@H]1C,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL39858.png
CHEMBL3814074,CCCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL3814074.png
CHEMBL4538822,Fc1ccccc1N1CCN(Cc2csc(-c3ccc4c(c3)OCO4)n2)CC1,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4538822.png
CHEMBL2021596,C/C=C/CC(C)C(C)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N1C,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2021596.png
CHEMBL4567023,Cc1ccccc1-n1c(SCC(=O)N2CCN(Cc3ccccc3)CC2)nnc1-c1cccnc1,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4567023.png
CHEMBL2011285,O=C(c1cc(=O)c2c(OCc3ccccc3)cccc2o1)N1CCN(Cc2ccccc2)CC1,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2011285.png
CHEMBL2372498,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@](O)(C(C)C)NC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@H](C)C/C=C/CO)N(C)C(=O)[C@H](C(C)C)N(C)C1=O,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2372498.png
CHEMBL3263829,CCOC(=O)c1csc([C@@H](NC(=O)c2csc([C@@H](NC(=O)c3ccc(OC)c(OC)c3)C(C)C)n2)C(C)C)n1,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL3263829.png
CHEMBL3596578,C/C=C(\C)C(=O)OC1c2c(ccc3ccc(=O)oc23)OC(C)(C)C1OC(=O)/C(C)=C/C,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL3596578.png
CHEMBL362997,COc1cc(OC)cc(-c2ccc3cc(O)ccc3c2)c1,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL362997.png
CHEMBL379687,COc1ccc(-c2ccccc2-c2cc(OC)cc(OC)c2)cc1,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL379687.png
CHEMBL77966,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL77966.png
CHEMBL2372477,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N1C,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2372477.png
CHEMBL3895919,COc1cc(C2CC(c3ccc4ccccc4c3)=NN2C(C)=O)cc(I)c1OC,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL3895919.png
CHEMBL4586077,COc1cc(O)c(C(=O)/C=C/c2ccc(N3CCNCC3)cc2)c(OC)c1,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4586077.png
CHEMBL4081538,CC[C@H]1CN(C)[C@H]2Cc3c([nH]c4ccccc34)/C(=N/O)C[C@H]1[C@@H]2C(=O)OC,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4081538.png
CHEMBL1945973,COc1cc(C(=O)Nc2ccc(-c3cc(F)cc(F)c3)cc2[N+](=O)[O-])cc(O)c1O,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL1945973.png
CHEMBL2170688,CCc1cccc2c(CC(=O)O)cn(C(=O)c3ccc(Cl)cc3)c12,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2170688.png
CHEMBL2370883,C/C=C/C[C@@H](C)[C@@H](O)C1NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H]([C@@H](C)O)NC1=O,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL2370883.png
CHEMBL506742,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(NC(=O)c4cnc5ccccc5c4)c(OC)c(OC)c3)cc1)CC2,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL506742.png
CHEMBL3605260,CC[C@@H]1CN(C)[C@H]2Cc3c([nH]c4ccccc34)/C(=N/Nc3ccccc3)C[C@H]1[C@@H]2C(=O)OC,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL3605260.png
CHEMBL1945303,COc1cc(C(=O)Nc2ccc(-c3cccs3)cc2[N+](=O)[O-])cc(OC)c1OC,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL1945303.png
CHEMBL4468803,COc1cc(OC)c(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1CC=C(C)C,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL4468803.png
CHEMBL427029,CN1C2C3C4N(C)C5C(C1[C@]5(CO)[C@H]3c1ccccc1)[C@@H](c1ccccc1)[C@@]24CO,0,G:\Python\Predicting-the-P-glycoprotein-inhibitor\dataset\images\CHEMBL427029.png
